1,1,264.00,395.00,154.00,85.00,0.9487,-1,-1,-1
1,2,1052.00,597.00,121.00,82.00,0.9191,-1,-1,-1
1,3,1028.00,514.00,125.00,82.00,0.9111,-1,-1,-1
1,4,183.00,603.00,143.00,63.00,0.9076,-1,-1,-1
1,5,769.00,222.00,93.00,59.00,0.9069,-1,-1,-1
1,6,146.00,681.00,159.00,82.00,0.9055,-1,-1,-1
1,7,1250.00,191.00,96.00,48.00,0.8865,-1,-1,-1
1,8,1205.00,128.00,93.00,51.00,0.8845,-1,-1,-1
1,9,320.00,280.00,98.00,49.00,0.8788,-1,-1,-1
1,10,342.00,235.00,103.00,44.00,0.8582,-1,-1,-1
1,11,367.00,197.00,92.00,42.00,0.8577,-1,-1,-1
1,12,780.00,264.00,102.00,68.00,0.8436,-1,-1,-1
1,13,1285.00,292.00,75.00,61.00,0.8386,-1,-1,-1
1,14,1185.00,102.00,90.00,41.00,0.8377,-1,-1,-1
1,15,592.00,578.00,139.00,77.00,0.8367,-1,-1,-1
1,16,764.00,186.00,87.00,60.00,0.8118,-1,-1,-1
1,17,577.00,735.00,153.00,30.00,0.7785,-1,-1,-1
1,18,1072.00,742.00,139.00,23.00,0.5135,-1,-1,-1
1,19,1112.00,0.00,76.00,12.00,0.5111,-1,-1,-1
1,20,763.00,186.00,89.00,59.00,0.4837,-1,-1,-1
2,1,262.00,400.00,156.00,83.00,0.9516,-1,-1,-1
2,2,1054.00,603.00,121.00,83.00,0.9303,-1,-1,-1
2,3,1029.00,519.00,126.00,83.00,0.9246,-1,-1,-1
2,5,769.00,225.00,95.00,60.00,0.9153,-1,-1,-1
2,4,180.00,608.00,145.00,65.00,0.9093,-1,-1,-1
2,6,143.00,689.00,162.00,75.00,0.9064,-1,-1,-1
2,7,1251.00,194.00,99.00,48.00,0.8932,-1,-1,-1
2,8,1208.00,130.00,92.00,52.00,0.8675,-1,-1,-1
2,10,341.00,238.00,103.00,44.00,0.8654,-1,-1,-1
2,9,319.00,283.00,97.00,49.00,0.8640,-1,-1,-1
2,12,781.00,267.00,103.00,69.00,0.8408,-1,-1,-1
2,13,1287.00,296.00,73.00,61.00,0.8355,-1,-1,-1
2,11,367.00,200.00,90.00,42.00,0.8235,-1,-1,-1
2,14,1186.00,104.00,92.00,40.00,0.8128,-1,-1,-1
2,15,591.00,583.00,141.00,78.00,0.7673,-1,-1,-1
2,17,575.00,743.00,151.00,22.00,0.7470,-1,-1,-1
2,16,761.00,188.00,90.00,61.00,0.6917,-1,-1,-1
2,20,762.00,189.00,90.00,59.00,0.5363,-1,-1,-1
2,19,1123.00,0.00,67.00,13.00,0.5025,-1,-1,-1
2,18,1074.00,748.00,122.00,17.00,0.4424,-1,-1,-1
3,1,261.00,405.00,156.00,84.00,0.9373,-1,-1,-1
3,2,1056.00,610.00,121.00,81.00,0.9199,-1,-1,-1
3,3,1033.00,525.00,126.00,83.00,0.9169,-1,-1,-1
3,5,771.00,228.00,94.00,60.00,0.9153,-1,-1,-1
3,4,179.00,615.00,145.00,64.00,0.9134,-1,-1,-1
3,6,143.00,695.00,160.00,70.00,0.8923,-1,-1,-1
3,7,1254.00,197.00,97.00,48.00,0.8832,-1,-1,-1
3,9,318.00,286.00,97.00,49.00,0.8817,-1,-1,-1
3,10,341.00,241.00,102.00,44.00,0.8716,-1,-1,-1
3,13,1290.00,298.00,70.00,62.00,0.8533,-1,-1,-1
3,11,365.00,202.00,92.00,42.00,0.8508,-1,-1,-1
3,15,591.00,589.00,141.00,78.00,0.8501,-1,-1,-1
3,8,1210.00,133.00,92.00,50.00,0.8216,-1,-1,-1
3,14,1189.00,106.00,91.00,37.00,0.8113,-1,-1,-1
3,12,782.00,271.00,104.00,69.00,0.7275,-1,-1,-1
3,16,761.00,192.00,91.00,60.00,0.7067,-1,-1,-1
3,17,573.00,749.00,160.00,16.00,0.6079,-1,-1,-1
3,20,763.00,191.00,89.00,60.00,0.4975,-1,-1,-1
3,19,1122.00,0.00,69.00,14.00,0.4192,-1,-1,-1
4,1,260.00,409.00,156.00,84.00,0.9214,-1,-1,-1
4,2,1058.00,616.00,122.00,82.00,0.9209,-1,-1,-1
4,3,1035.00,531.00,126.00,83.00,0.9082,-1,-1,-1
4,4,176.00,621.00,146.00,65.00,0.9068,-1,-1,-1
4,10,340.00,245.00,103.00,43.00,0.8968,-1,-1,-1
4,7,1256.00,200.00,97.00,48.00,0.8930,-1,-1,-1
4,11,364.00,205.00,93.00,43.00,0.8825,-1,-1,-1
4,5,772.00,231.00,94.00,60.00,0.8821,-1,-1,-1
4,9,316.00,290.00,100.00,50.00,0.8771,-1,-1,-1
4,6,140.00,701.00,163.00,63.00,0.8681,-1,-1,-1
4,15,590.00,595.00,142.00,80.00,0.8559,-1,-1,-1
4,8,1210.00,135.00,95.00,51.00,0.8559,-1,-1,-1
4,13,1292.00,302.00,68.00,60.00,0.8400,-1,-1,-1
4,14,1191.00,109.00,91.00,38.00,0.8329,-1,-1,-1
4,12,783.00,275.00,103.00,68.00,0.7825,-1,-1,-1
4,19,1123.00,0.00,70.00,17.00,0.7064,-1,-1,-1
4,16,763.00,194.00,90.00,61.00,0.7020,-1,-1,-1
4,20,762.00,193.00,91.00,60.00,0.5956,-1,-1,-1
4,22,783.00,274.00,103.00,69.00,0.4209,-1,-1,-1
5,1,259.00,413.00,156.00,85.00,0.9526,-1,-1,-1
5,2,1061.00,622.00,122.00,84.00,0.9202,-1,-1,-1
5,3,1037.00,537.00,126.00,83.00,0.9172,-1,-1,-1
5,4,174.00,628.00,147.00,65.00,0.9165,-1,-1,-1
5,7,1259.00,203.00,97.00,47.00,0.8956,-1,-1,-1
5,11,363.00,209.00,94.00,42.00,0.8880,-1,-1,-1
5,5,773.00,234.00,94.00,61.00,0.8865,-1,-1,-1
5,10,338.00,248.00,104.00,43.00,0.8861,-1,-1,-1
5,9,315.00,294.00,98.00,50.00,0.8777,-1,-1,-1
5,6,138.00,710.00,160.00,55.00,0.8601,-1,-1,-1
5,13,1294.00,306.00,66.00,57.00,0.8482,-1,-1,-1
5,16,764.00,197.00,91.00,61.00,0.8474,-1,-1,-1
5,8,1211.00,138.00,95.00,50.00,0.8468,-1,-1,-1
5,15,590.00,602.00,143.00,79.00,0.8465,-1,-1,-1
5,14,1193.00,112.00,91.00,39.00,0.7974,-1,-1,-1
5,12,783.00,277.00,104.00,69.00,0.7749,-1,-1,-1
5,19,1122.00,0.00,71.00,18.00,0.6449,-1,-1,-1
5,22,783.00,279.00,104.00,68.00,0.4064,-1,-1,-1
6,1,256.00,418.00,158.00,86.00,0.9491,-1,-1,-1
6,3,1037.00,542.00,128.00,85.00,0.9249,-1,-1,-1
6,4,171.00,634.00,147.00,66.00,0.9150,-1,-1,-1
